Year,Month,Day,AvgTemperature.x,AvgTemperature.y,ref.mean.x,ref.var.x
2011,11,30,13.67,10.68,15.22,35.11
2011,12,1,14.15,10.87,15.22,35.11
2011,12,2,14.88,11.2,15.22,35.11
2011,12,3,11.79,10.89,15.22,35.11
2011,12,4,13.07,11.91,15.22,35.11
2011,12,5,12.79,11.14,15.22,35.11
2011,12,6,10.88,10.04,15.22,35.11
2011,12,7,12.57,10.01,15.22,35.11
2011,12,8,11.93,12.16,15.22,35.11
2011,12,9,9.9,13.09,15.22,35.11
2011,12,10,10.73,10.59,15.22,35.11
2011,12,11,9.94,9.66,15.22,35.11
2011,12,12,11.09,10.53,15.22,35.11
2011,12,13,10.16,10.6,15.22,35.11
2011,12,14,12.16,11.67,15.22,35.11
2011,12,15,11,11.31,15.22,35.11
2011,12,16,12.37,11.03,15.22,35.11
2011,12,17,8.4,12.08,15.22,35.11
2011,12,18,6.15,12.49,15.22,35.11
2011,12,19,5.56,13.92,15.22,35.11
2011,12,20,6.81,14.49,15.22,35.11
2011,12,21,9.11,14.47,15.22,35.11
2011,12,22,11.96,12.78,15.22,35.11
2011,12,23,9.88,12.38,15.22,35.11
2011,12,24,9.11,12.72,15.22,35.11
2011,12,25,7.55,11.52,15.22,35.11
2011,12,26,7.9,11.28,15.22,35.11
2011,12,27,9.12,9.47,15.22,35.11
2011,12,28,8,9.84,15.22,35.11
2011,12,29,8.19,10.15,15.22,35.11
2011,12,30,8.69,11.16,15.22,35.11
2011,12,31,11.16,11.06,15.22,35.11
